view_id,show_id,views_millions,watch_hours_millions,region,device_type,completion_rate
V12685,e8a41b4d-7,40.83,596.42,South America,Mobile,63.42
V12686,b9c7abc1-e,127.38,416.31,South America,Mobile,61.8
V12687,da6a4c1d-6,149.45,36.29,Europe,Tablet,99.69
V12688,a01ccdb8-e,132.66,94.47,South America,Laptop,23.84
V12689,b1100e0c-a,140.98,216.71,Asia,Laptop,85.9
V12690,46a701fd-2,105.43,392.93,South America,TV,22.75
V12691,bec71679-f,49.08,418.42,Europe,TV,53.3
V12692,73e3e210-c,147.17,107.09,Europe,Tablet,28.49
V12693,bcce92ca-4,148.67,488.26,Asia,TV,72.17
V12694,9a9d8762-f,44.05,175.05,Asia,TV,22.69
V12695,11f46590-a,14.59,333.07,Asia,Tablet,47.01
V12696,e35ac476-6,42.23,502.93,Europe,,66.73
V12697,64d00370-8,174.6,190.58,Asia,Laptop,91.98
V12698,26eb409f-c,55.19,164.25,Asia,Laptop,42.98
V12699,ba969fe4-2,172.33,556.44,South America,Tablet,36.88
V12700,031cdbf0-1,35.1,9.3,South America,TV,64.64
V12701,2957e677-9,70.18,341.92,South America,Laptop,33.53
V12702,dfd35713-a,182.45,137.64,Europe,TV,29.12
V12703,7663b1fc-0,38.98,75.1,South America,Mobile,24.73
V12704,37802478-c,179.69,484.41,North America,Mobile,35.72
V12705,be8d55fa-3,49.95,,Europe,Mobile ,65.05
V12706,4fd20e88-6,151.81,66.88,North America,Mobile,42.99
V12707,f6827a81-3,119.16,312.44,Europe,TV,65.95
V12708,a8dfcfcc-6,170.44,39.25,North America,Mobile,76.98
V12709,0cb50cb4-b,88.49,372.3,Asia,TV,21.96
V12710,49cd140b-f,81.73,548.6,North America,TV,94.05
V12711,f32e89d8-f,10.88,524.12,South America,Mobile,87.15
V12712,cc3924b1-d,100.67,549.71,North America,Mobile,34.52
V12713,3a0c136d-9,96.92,272.97,North America,Tablet,39.81
V12714,2f77cce9-4,194.07,467.03,North America,Laptop,46.95
V12715,05959e5b-b,155.88,344.84,Europe,Laptop,69.16
V12716,d45351bb-4,198.23,482.25,North America,TV,74.34
V12717,2a17c648-1,54.8,569.16,Europe,Mobile,58.93
V12718,468d0fea-0,107.94,347.11,South America,Mobile,89.34
V12719,afd030dc-9,6.02,314.76,Asia,Laptop,78.7
V12720,8d99cc4c-7,34.91,205.75,South America,Mobile,59.67
V12721,85b111ef-5,124.76,30.34,Europe,Tablet,22.44
V12722,537bf88e-b,14.49,431.1,North America,Laptop,42.91
V12723,f13f1005-f,171.02,180.39,North America,Laptop,38.82
V12724,fdd169b9-0,157.07,163.68,Europe,TV,
V12725,a94054e7-8,165.69,370.72,Europe,Tablet,27.94
V12726,a6e92a56-3,105.1,531.83,North America,Tablet,83.27
V12727,5c9aa1c0-8,63.54,179.52,Europe ,Laptop,93.13
V12728,da71decc-9,32.95,150.86,South America,Laptop,35.86
V12729,c3f9f025-3,8.68,182.02,Europe,Mobile,63.78
V12730,c33b94ff-4,85.94,416.38,North America,Laptop,76.76
V12731,267a1a8f-5,69.67,388.05,Asia,TV,71.66
V12732,,26.52,357.61,Asia,Mobile,31.14
V12733,134542b0-2,81.96,75.99,Europe,Mobile,67.87
V12734,de728471-2,99.39,513.31,South America,Laptop,55.62
V12735,b97ef27a-8,35.61,550.02,North America,Mobile,22.48
V12736,71764599-d,50.36,212.96,Europe,Mobile,24.07
V12737,17938678-5,3.67,262.35,North America,Tablet,50.38
V12738,a810d4ff-f,61.0,247.1,South America,TV,85.33
V12739,b76d8307-6,63.93,507.66,Europe,Tablet,30.51
V12740,fe7eeaba-d,46.9,487.1,North America,TV,80.73
V12741,0fd85017-7,83.81,389.83,South America,Tablet,96.0
V12742,370326b5-8,185.5,532.25,South America,TV,87.23
V12743,279678af-d,180.94,156.85,North America,Laptop,81.19
V12744,5310949f-f,111.7,547.16,South America,Mobile,93.82
V12745,b17b7ddb-7,141.0,104.56,South America,TV,81.84
V12746,5b3c1f0e-e,24.49,529.03,Europe,Tablet,97.6
V12747,bf430b14-4,56.55,,Asia,Laptop,28.04
V12748,dd2e7f5e-b,126.41,187.82,North America,Tablet,76.82
V12749,20dd42f0-1,115.9,445.89,Europe,Mobile,87.65
V12750,4e3e02f9-f,154.74,287.71,North America,Tablet,79.81
V12751,e93fac01-1,28.97,524.77,Europe,Tablet,73.99
V12752,b46d9a79-9,67.02,416.95,Asia,Tablet,91.82
V12753,a3af366c-5,125.26,513.9,North America,TV,94.07
V12754,83a6b408-6,39.74,552.03,Asia,Mobile,58.41
V12755,43a71897-4,177.72,19.01,Asia,Mobile,40.11
V12756,0dd37f82-5,190.03,553.02,South America,Tablet,81.1
V12757,bca4a4eb-0,22.64,541.66,North America,Laptop,78.54
V12758,f5c528d1-9,183.03,409.24,Europe,TV,52.18
V12759,854cd833-3,133.44,151.47,North America,Mobile,42.96
V12760,52e4b402-4,,223.14,South America,Laptop,20.19
V12761,e94981ae-b,83.34,68.3,Asia,Mobile,65.88
V12762,0ef01cac-8,46.17,262.13,North America,Tabl3t,80.18
V12763,9770ba2d-8,176.25,437.27,Asia,Tablet,29.97
V12764,625a7454-d,67.54,79.15,North America,TV,73.78
V12765,191d6077-6,103.51,80.96,South America,TV,49.22
V12766,638ccdc1-7,171.29,81.98,South America,Tablet,88.15
V12767,4ba02cea-9,59.08,422.83,South America,Mobile,56.59
V12768,2a0f5a15-4,105.04,,Asia,Mobile,83.3
V12769,2122c8ac-c,71.77,101.81,Asia,Laptop,90.0
V12770,73d7aabc-a,117.68,122.17,North America,TV,21.59
V12771,40f21b2c-7,179.1,129.22,North America,Laptop,49.82
V12772,62909bc9-8,120.07,315.77,North America,TV,69.97
V12773,31fb1212-a,8.72,423.36,Europe,TV,68.98
V12774,9746a9a3-e,64.42,249.62,Asia,TV,62.62
V12775,538882fe-c,23.81,484.29,Asia,Tablet,74.02
V12776,d7110c66-c,98.92,329.21,South America,,69.96
V12777,8734e0ae-0,62.14,405.37,North America,Tablet,46.32
V12778,f7040e85-1,27.24,278.32,Asia,Mobile,94.54
V12779,f264437b-8,109.38,266.49,Europe,TV,30.2
V12780,e59bdb18-6,149.41,89.66,Europe,TV,25.54
V12781,7ee1b4c4-d,23.7,409.12,South America,Laptop,72.2
V12782,37b5e30f-f,103.88,548.09,North America,TV,62.9
V12783,2533ce3c-6,160.45,218.78,North America,Tablet,69.99
V12784,55a591a9-f,170.66,226.48,Asia,Tablet,35.32
V12785,c2edeaf1-a,17.26,464.02,North America,Mobile,96.83
V12786,3818afad-7,151.19,435.21,Asia,Tablet,70.7
V12787,5dba5231-4,116.36,169.42,North America,Mobile,84.45
V12788,be39e1c1-d,70.24,517.47,South America,Tablet,50.96
V12789,ad902bd6-8,75.86,396.16,Europe,Laptop,77.74
V12790,81754421-9,150.27,69.06,Asia,Tablet,31.41
V12791,78723903-a,198.28,314.1,North America,TV,97.94
V12792,ea8406d6-c,119.5,461.28,Europe,Laptop,54.83
V12793,fa5bf639-4,174.74,35.85,Europe,Mobile,41.57
V12794,ca045699-4,157.84,476.26,Europe,Tablet,32.54
V12795,f1c53099-2,70.96,514.07,Europe,Tablet,85.7
V12796,9a733a51-7,128.6,24.49,North America,Tablet,74.79
V12797,c6c315f3-9,113.46,432.42,South America,Tablet,60.8
V12798,44120f31-1,33.38,456.63,Asia,TV,97.83
V12799,48603d32-4,28.22,307.04,Asia,Laptop,24.15
V12800,828c4155-d,8.8,25.24,South America,Mobile,33.31
V12801,0ae71aa6-d,65.15,19.78,South America,Mobile,75.55
V12802,7808acc1-5,96.68,118.9,Asia,Mobile,84.32
V12803,cdf71ed3-b,177.67,559.01,Asia,Laptop,93.5
V12804,4ca901f0-1,167.95,182.4,Europe,Mobile,58.24
V12805,3e5c28da-2,190.57,586.56,South America,Laptop,46.08
V12806,c8fd7ab5-2,188.35,196.45,Europe,Tablet,79.3
V12807,c3559f88-e,82.77,559.49,South America,TV,65.94
V12808,1c768e8c-f,28.0,502.51,North America,TV,58.44
V12809,937fe5bc-a,155.39,209.29,Europe,Mobile,44.61
V12810,f3a81356-f,26.09,232.89,South America,Mobile,87.61
V12811,49b9e9d2-9,63.98,480.93,Europe,Tablet,87.87
V12812,375ee703-f,82.55,217.2,Asia,Tablet,36.61
V12813,b1e3447c-c,127.5,163.94,Europe,Laptop,43.63
V12814,4cb01695-2,95.33,129.78,Europe,Tablet,68.99
V12815,246fe218-3,85.09,45.31,North America,Laptop,96.4
V12816,f159ee82-a,19.91,190.76,Europe,Laptop,67.16
V12817,d39a4270-e,37.83,89.88,Europe,Laptop,31.43
V12818,8481844c-e,141.99,273.69,North America,TV,30.26
V12819,2e79e65f-8,141.22,120.4,Asia,TV,50.06
V12820,4d6f279b-f,16.79,455.16,Europe,Laptop,53.48
V12821,e6330daf-e,199.39,490.13,Europe,Tablet,53.87
V12822,5ad61b56-6,198.72,102.21,North America,TV,
V12823,312c985f-8,55.65,337.47,Asia,Tablet,83.45
V12824,f923e33b-6,75.14,247.25,Europe,TV,93.13
V12825,4fce4c6f-f,62.01,231.28,Europe,Tablet,97.54
V12826,408c6e12-b,28.35,245.7,North America,Tablet,73.49
V12827,424ef713-6,45.29,469.83,North America,Laptop,20.85
V12828,b5da89e0-1,178.36,592.61,North America,Tablet,84.71
V12829,09a2e033-e,175.01,492.01,Europe,Laptop,47.91
V12830,3b4671b8-1,53.77,316.13,North America,Laptop,84.34
V12831,67d152c6-1,50.71,512.64,South America,Tablet,55.7
V12832,198d3e70-7,137.14,478.78,Europe,Mobile,86.72
V12833,cbe80219-3,28.54,84.92,Asia,TV,90.97
V12834,f1c0b67b-5,56.67,169.48,Europe,TV,85.66
V12835,b874eb11-7,9.5,185.31,Europe,Tablet,35.99
V12836,ac2ef7e0-e,172.66,234.58,North America,Mobile,63.08
V12837,1fd08b33-d,41.91,134.64,Europe,Mobile,78.91
V12838,e6b83a94-9,58.29,20.76,North America,TV,34.12
V12839,744e8a48-e,113.67,104.59,Europe,Mobile,75.67
V12840,73cec17b-2,52.57,549.04,South America,TV,40.14
V12841,c5b673f6-c,34.26,182.35,Europe,Laptop,51.6
V12842,9b3e049a-2,10.85,365.97,North America,,33.83
V12843,d42eb5fd-f,153.41,44.27,South America,Tablet,98.4
V12844,c73b6167-d,1.88,485.42,North America,Mobile,52.05
V12845,b2b0259c-3,198.24,12.05,North America,Mobile ,26.25
V12846,7533a130-a,114.64,263.78,North America,Mobile,56.41
V12847,b4b00336-9,171.84,294.33,South America,Mobile,83.27
V12848,df43819d-9,188.74,322.3,South America,Laptop,27.89
V12849,8e4d0edc-0,74.59,133.8,Asia,Laptop,87.46
V12850,b3d8d716-0,64.86,217.73,Asia,Laptop,68.6
V12851,e9d77e12-c,174.03,313.04,North America,TV,39.06
V12852,eb9bb9ec-e,172.1,537.21,South America,Laptop,88.99
V12853,144afbec-5,6.56,576.65,South America,Laptop,69.01
V12854,9d021ff6-b,199.82,52.99,South America,Tablet,61.64
V12855,4f30f0bf-2,155.81,261.48,South America,Tablet,35.85
V12856,2aea15fb-3,53.39,222.21,North America,Laptop,89.34
V12857,a37c7b7d-9,89.56,92.39,Europe,TV,83.57
V12858,53995ee2-7,21.33,74.32,North America,Tablet,60.71
V12859,e4677314-1,30.35,395.75,Asia,Mobile,41.67
V12860,c6b8305f-8,55.15,276.59,South America,mobile,77.27
V12861,d738b62d-4,30.38,200.01,Asia,Tablet,60.28
V12862,1b759a94-3,164.23,375.44,South America,Mobile,24.05
V12863,4f506664-5,125.3,323.15,North America,Tablet,49.84
V12864,3bd3b423-5,115.67,352.0,North America,Mobile,59.67
V12865,c6c81c86-9,117.46,490.05,South America,Mobile,89.6
V12866,1e7c732c-7,36.1,267.49,Europe,Mobile,75.71
V12867,67c17680-c,152.73,346.97,Asia,Laptop,27.75
V12868,771482c5-7,176.64,69.24,Europe,Mobile,41.68
V12869,9e9a0a20-8,145.72,60.07,North America,TV,41.31
V12870,9021a670-7,143.09,187.99,Europe,Laptop,68.9
V12871,588444c6-3,78.39,440.14,South America,Laptop,90.04
V12872,5dd78823-3,41.17,6.78,South America,Mobile,38.73
V12873,e66655ac-8,125.21,297.31,South America,Laptop,44.64
V12874,b03f53c6-d,139.42,318.94,Europe,TV,36.3
V12875,6c2718a5-a,33.02,363.45,Asia,,77.56
V12876,8556b667-9,101.61,130.66,Asia,TV,75.02
V12877,9516ae6a-c,36.9,376.38,South America,Laptop,54.81
V12878,d5cba426-7,159.99,384.06,South America,Laptop,28.92
V12879,5134c698-6,119.16,411.4,South America,Laptop,76.49
V12880,e25edc0f-a,69.22,367.57,North America,Tablet,82.94
V12881,365d301c-e,177.14,188.98,South America,Laptop,42.18
V12882,672de46d-f,56.24,125.82,Europe,Laptop,75.12
V12883,5211f752-c,115.62,34.04,South America,TV,94.57
V12884,af9d90e4-a,2.98,387.82,Asia,Mobile,93.27
V12885,0d0f0cd2-2,151.52,141.85,North America,,92.58
V12886,c2d095d9-1,74.89,585.81,South America,TV,96.49
V12887,a744f6a0-c,98.45,61.99,South America,Tablet,67.4
V12888,7b87eeae-8,107.34,468.25,North America,TV,55.42
V12889,c3d9a5ce-0,186.0,446.46,Europe,TV,32.3
V12890,d2f1b3e2-9,112.32,260.95,Europe,Tablet,71.56
V12891,1aa33e0d-e,73.85,296.26,Europe,Tablet,85.47
V12892,044ec33f-8,163.59,331.17,Europe,Laptop,99.41
V12893,4b30d8db-f,138.64,423.25,Asia,Mobile,35.54
V12894,cb77af19-e,145.17,460.29,Asia,Tablet,
V12895,3cfa3905-9,189.8,103.07,South America,Laptop,75.68
V12896,9913fd85-5,72.51,201.58,Europe,Mobile,44.12
V12897,903d5c28-6,118.51,386.13,North America,Laptop,67.21
V12898,4c34dbd3-8,184.2,30.47,Europe,Laptop,89.56
V12899,ebff3333-7,70.04,591.64,North America,Mobile,66.1
V12900,60f29a1f-c,173.41,143.91,Asia,Tablet,20.96
V12901,f54eeeea-c,109.55,195.46,Europe,Tablet,54.9
V12902,bc68c2ad-4,86.8,295.48,South America,TV,84.66
V12903,8c1df057-7,26.46,206.78,South America,Tablet,30.08
V12904,cb3424a9-0,165.19,213.54,North America,Laptop,29.32
V12905,a7844742-3,99.06,458.31,North America,Mobile,66.98
V12906,6365518f-9,80.85,37.74,South America,Tablet,85.7
V12907,5aa879c6-1,54.73,301.35,Asia,Tablet,71.21
V12908,74f8412e-5,197.57,266.79,,Laptop,60.99
V12909,a23d6891-f,48.07,123.05,Europe,Mobile,46.84
V12910,dc911ed9-1,80.87,267.75,Europe,Tablet,88.24
V12911,e94e79e1-a,62.41,256.73,South America,Tablet,83.62
V12912,d8c30c71-f,38.31,362.9,Europe,Mobile,86.69
V12913,fea85277-4,161.15,146.22,Europe,Mobile,89.33
V12914,9b28debd-3,93.39,179.09,Asia,Mobile,81.07
V12915,2a32a093-a,98.32,407.99,Asia,Mobile,62.02
V12916,f956d6cc-1,137.37,104.14,Asia,TV,48.41
V12917,0cdadc27-b,168.73,283.32,Europe,Laptop,59.15
V12918,7a7bec72-5,32.57,170.16,North America,Tablet,37.55
V12919,346e91c7-6,43.68,231.09,South America,Laptop,83.42
V12920,ecd90211-c,6.69,231.55,Asia,Laptop,59.36
V12921,3650ec64-a,166.19,341.8,North America,Laptop,61.17
V12922,2713dc23-2,35.02,429.28,South America,Laptop,48.18
V12923,a982c0de-3,97.74,587.25,North America,Mobile,
V12924,f17d7b70-4,66.73,,Asia,Mobile,63.08
V12925,a6c2afde-d,19.06,62.75,Europe,Tablet,56.28
V12926,5be7a96b-d,57.07,184.82,North America,Tablet,56.63
V12927,51fa094a-b,171.92,400.22,Europe,TV,21.45
V12928,072d7473-e,55.43,65.84,South America,Tablet,24.19
V12929,e41276cc-6,137.32,494.73,North America,TV,56.5
V12930,bfa7158c-8,12.93,340.47,Asia,Laptop,68.6
V12931,19a032f7-9,67.79,597.57,North America,Tablet,82.32
V12932,15a4b123-b,89.93,355.68,North America,Tablet,79.84
V12933,7a523f77-2,81.91,2.39,Europe,Mobile,84.58
V12934,5051894b-3,140.85,550.14,Asia,TV,64.42
V12935,90ed136d-7,166.34,480.21,North America,Laptop,20.33
V12936,db99bba0-1,71.81,334.81,Europe,Mobile,35.09
V12937,99ce6a52-c,73.21,320.33,Europe,Mobile,60.7
V12938,3f78fe13-6,63.75,36.78,North America,Mobile,42.07
V12939,75367cc5-9,38.74,84.4,Europe,Mobile,32.39
V12940,23b2c634-1,56.1,495.79,South America,Laptop,72.84
V12941,222672e4-3,76.3,298.51,Europe,Mobile,29.76
V12942,b44cb291-5,196.03,588.51,Europe,Tablet,42.56
V12943,17454e82-8,69.19,88.11,South America,Tablet,32.05
V12944,81192bc7-d,115.96,321.66,South America,Laptop,94.06
V12945,ba335812-6,109.24,144.01,Asia,Tablet,88.54
V12946,9f8166f9-7,168.37,555.34,Europe,TV,
V12947,61858378-f,119.71,403.88,South America,Mobile,49.22
V12948,87ab23ba-8,51.59,99.22,South America,Laptop,35.74
V12949,4098751b-1,195.81,252.28,South America,Mobile,93.74
V12950,452345e3-6,38.37,107.2,South America,Laptop,42.56
V12951,be112167-e,135.14,48.59,South America,Mobile,98.25
V12952,199647c6-d,63.26,90.85,South America,TV,50.21
V12953,a0e3d19e-5,106.77,302.87,South America,TV,61.57
V12954,cb78a4aa-9,164.54,410.78,Asia,Mobile,29.7
V12955,ca2393e7-b,18.77,329.78,South America,Laptop,22.82
V12956,2f4c2c9f-3,83.29,259.26,South America,Tablet,55.14
V12957,85e0498a-1,185.05,301.33,Asia,TV,83.51
V12958,90090f0a-5,113.11,37.83,Europe,TV,41.13
V12959,cb9f33be-c,16.06,551.28,Asia,Tablet,82.38
V12960,21a83db2-8,165.72,58.13,Asia,Tablet,30.87
V12961,1fdd4483-7,150.75,353.25,Europe,Mobile,49.8
V12962,c2f325bd-c,66.33,504.56,Europe,Laptop,34.91
V12963,d982e079-a,56.91,358.56,North America,TV,89.62
V12964,d14c3495-0,166.83,584.05,North America,Laptop,42.27
V12965,64402c27-4,150.11,545.96,South America,Mobile,20.77
V12966,cfdfd92d-c,154.75,86.05,North America,Tablet,98.14
V12967,da3f586f-f,68.43,95.49,North America,,38.65
V12968,4342de65-d,27.72,207.15,Asia,Laptop,79.99
V12969,8bbc6997-7,34.86,520.0,North America,Laptop,90.26
V12970,d776bcd5-4,34.35,161.34,Europe,Mobile,52.62
V12971,6a398c84-6,155.07,328.71,South America,Tablet,54.09
V12972,fbc522ed-c,102.82,207.84,South America,TV,22.25
V12973,5dd1f7c2-3,123.16,348.66,South America,TV,96.72
V12974,070d2e79-6,188.56,532.11,South America,TV,33.87
V12975,a105372e-e,184.67,370.95,South America,Tablet,71.22
V12976,8d1ccfdb-0,145.65,318.06,Europe,Laptop,87.25
V12977,3e74f26c-b,31.36,477.45,Europe,TV,34.88
V12978,faf4cca7-a,44.28,67.76,Asia,Laptop,47.09
V12979,7e5c4abf-d,62.77,110.58,Europe,Tablet,34.26
V12980,83d39a02-4,103.55,434.06,South America,TV,64.62
V12981,39953750-b,14.31,579.88,South America,Tablet,23.14
V12982,9112c0f4-8,171.72,277.57,North America,Mobile,86.52
V12983,f7c556a8-5,121.44,598.23,North America,Mobile,84.32
V12984,b6ff525a-f,176.84,87.89,North America,Mobile,98.13
V12985,eebb7d4b-f,24.68,31.85,North America,Laptop,91.36
V12986,a21c295b-9,132.57,16.58,Asia,TV,39.81
V12987,a56c63e5-a,62.55,415.54,Asia,TV,31.91
V12988,4827ddee-d,178.53,183.36,North America,Tablet,55.24
V12989,f0fdd8c6-4,6.29,9.07,South America,Tablet,77.93
V12990,09b8cf01-4,166.06,25.91,North America,Laptop,86.26
V12991,63fc69fc-2,59.74,53.8,South America,Laptop,26.87
V12992,d75a9eec-9,53.78,439.3,North America,Laptop,59.13
V12993,9bf5c20c-c,181.72,555.6,South America,Tablet,37.52
V12994,9dbe551e-4,153.9,156.17,North America,Laptop,59.32
V12995,b45b9e69-e,133.13,487.36,Asia,Mobile,86.18
V12996,4154851e-4,192.06,138.41,Asia,Laptop,92.88
V12997,e251acb7-8,153.14,442.29,Europe,Tablet,48.25
V12998,e93b68c3-c,19.62,142.73,North America,TV,85.9
V12999,c7b56229-4,101.34,50.97,Asia,TV,66.15
V13000,e2e13b7e-e,,409.37,Europe,Mobile,76.51
V13001,b0e9e849-b,60.28,270.49,North America,TV,29.18
V13002,f5b8d41a-7,145.61,295.94,North America,Tablet,43.9
V13003,6f39e16d-9,155.47,453.14,Europe,Laptop,97.73
V13004,ec9daf15-b,56.87,131.39,Asia,Mobile,74.9
V13005,afad8390-6,198.62,285.07,North America,Laptop,65.17
V13006,ea51bb1b-b,1.8,204.5,Europe,Laptop,38.16
V13007,136f4bbe-4,2.59,195.38,North America,Tablet,37.81
V13008,b68a9460-b,54.37,259.23,Europe,Mobile,58.73
V13009,c6477764-5,166.56,472.25,North America,TV,87.81
V13010,9208a49d-3,188.69,577.97,Europe,TV,97.93
V13011,73a16062-1,55.18,39.16,Asia,Tablet,71.83
V13012,9769ccab-0,188.46,534.48,South America,Laptop,51.45
V13013,d865ff7e-0,33.21,286.67,North Am3rica,Tablet,53.78
V13014,21474e69-0,63.58,287.68,Europe,Tablet,66.58
V13015,b17713cd-2,141.38,590.99,Asia,Mobile,36.6
V13016,4c282f7f-1,93.44,552.17,North America,TV,24.27
V13017,a786ff84-6,56.07,26.4,South America,Laptop,57.62
V13018,bc30c863-6,25.62,349.57,North America,Laptop,58.51
V13019,11a2792e-1,160.58,107.09,South America,Tablet,28.52
V13020,09465151-5,65.64,283.04,Europe,Mobile,95.4
V13021,a7080b5c-c,39.2,344.45,Europe,Laptop,87.23
V13022,8520d1b2-0,16.78,356.26,North America,Tablet,95.75
V13023,d4189dae-8,155.48,444.76,Europe,Mobile,71.64
V13024,3cf31942-5,61.19,102.46,Europe,Laptop,
V13025,b9762371-0,41.73,271.93,North America,TV,71.76
V13026,72e15192-7,29.7,433.28,South America,Tablet,67.02
V13027,cd83f082-8,10.13,581.15,South America,TV,39.24
V13028,f92370db-0,186.83,5.73,South America,Mobile,26.93
V13029,,117.67,368.96,Asia,Mobile,82.18
V13030,e36b90ee-9,53.66,480.06,South America,Laptop,65.83
V13031,8451ef63-9,140.5,2.58,South America,TV,85.18
V13032,9f94a279-a,20.76,549.49,North America,Tablet,38.42
V13033,ae4b2539-c,174.61,184.98,South America,Mobile,62.19
V13034,fe7e6993-4,72.6,213.88,Asia,Tablet,84.83
V13035,c27bb768-d,161.74,131.14,South America,Laptop,78.37
V13036,bcda6384-d,70.63,238.86,South America,Mobile,45.49
V13037,3475421f-d,72.62,402.49,North America,TV,40.97
V13038,380f67b2-a,151.74,522.65,South America,Laptop,91.47
V13039,427fce03-1,16.34,486.23,South America,TV,53.93
V13040,,56.37,115.95,Europe,TV,88.01
V13041,9cbe49e7-6,126.87,320.05,Asia,TV,21.17
V13042,75fe1780-9,55.23,318.9,Europe,Laptop,58.04
V13043,7a143949-b,40.05,,Europe,Mobile,50.12
V13044,47b44fe5-b,124.58,273.65,Europe,Laptop,70.57
V13045,9e04987b-4,180.96,455.68,South America,Laptop,70.08
V13046,43b44030-9,126.53,157.03,Asia,Mobile,94.9
V13047,28d73b61-c,1.98,273.83,North America,TV,72.52
V13048,a46071d6-1,199.16,173.13,North America,TV,44.93
V13049,03d28482-6,108.08,537.28,Asia,TV,33.47
V13050,197d9e3e-7,164.52,44.98,North America,Tablet,33.66
V13051,4270966a-d,51.36,246.84,South America,TV,60.38
V13052,5bbe4d9f-b,133.08,547.3,South America,Laptop,85.96
V13053,1093c340-8,71.11,561.99,North America,Tablet,52.18
V13054,fd48f095-8,14.49,335.63,North America,TV,33.54
V13055,5644c158-b,54.67,,North America,Tablet,66.26
V13056,f2fc0323-b,108.5,199.74,Asia,Mobile,89.35
V13057,4f1b6079-5,190.43,34.6,Asia,Laptop,83.39
V13058,99a32f87-7,36.96,444.16,North America,TV,58.13
V13059,0a8ebf99-d,175.01,422.66,Asia,Laptop,61.02
V13060,6ce403e8-7,117.41,367.12,Asia,Tablet,60.15
V13061,21517ac1-b,152.34,510.71,South America,Laptop,31.64
V13062,59a37017-b,146.17,407.27,South America,Tablet,98.07
V13063,99ceae4d-2,57.82,150.08,North America,Tablet,84.04
V13064,53394b34-9,148.99,292.66,Asia,Mobile,80.37
V13065,c7ec9403-2,129.39,313.15,Europe,Mobile,83.18
V13066,09130194-3,115.68,275.44,Asia,Mobile,68.86
V13067,c79c4c5c-1,51.78,549.69,Europe,Tablet,42.11
V13068,7b2d1bf2-f,187.38,177.32,South America ,Laptop,97.18
V13069,beec9bb1-6,74.07,546.0,Asia,Tablet,87.49
V13070,65fe21ec-6,57.84,372.24,Asia,Mobile,46.01
V13071,07a8173b-c,172.21,93.37,Europe,Tablet,93.02
V13072,11b4dae6-8,140.41,165.7,Asia,Laptop,95.22
V13073,51d68f5d-8,162.21,176.22,Asia ,TV,59.6
V13074,cf470e8d-0,36.33,537.29,Europe,Tablet,47.28
V13075,507272dc-7,161.4,212.72,North America,Tablet,40.11
V13076,f8d3ea14-7,187.41,172.0,North America,Mobile,22.38
V13077,a99be64c-4,24.05,300.03,Europe,Laptop,46.55
V13078,127d6231-7,13.76,234.43,Asia,Laptop,61.25
V13079,e98614f1-1,154.09,294.43,Europe,TV,87.29
V13080,936ebf51-b,28.22,551.89,North America,Tablet,40.57
V13081,0805be7d-9,47.32,531.35,North America,Laptop,60.34
V13082,8feca3e4-b,151.38,38.34,North America,Tablet,54.94
V13083,3d02a119-8,198.5,119.97,North America,Tablet,31.79
V13084,e16937eb-6,137.55,298.68,South America,Laptop,76.29
V13085,5600e222-0,2.61,66.2,South America,Mobile,43.26
V13086,7832772d-b,51.34,304.13,Asia,Tablet,75.83
V13087,4c990a31-5,115.4,403.38,North America,Tablet,78.37
V13088,697c1c07-b,2.06,516.53,Europe,Laptop,80.77
V13089,930a0095-4,151.17,563.26,Europe,Mobile,76.26
V13090,e4e87dd6-e,172.47,19.01,South America,Laptop,35.68
V13091,4a56bd76-0,76.37,181.73,South America,Mobile,39.6
V13092,c6888812-8,63.2,512.03,Europe,Tablet,81.97
V13093,d81c237a-9,61.56,377.63,North America,Laptop,29.61
V13094,c546fe00-9,159.86,494.38,South America,Mobile,68.72
V13095,ba3ac004-6,144.42,64.71,Europe,TV,95.86
V13096,0234a09b-b,4.07,235.92,South America,TV,57.75
V13097,891e3b0c-9,84.56,589.03,North America,Tablet,91.25
V13098,0ed9c7ed-4,77.59,330.63,Asia,Tablet,70.88
V13099,35f448e8-b,142.32,353.25,Asia,Mobile,78.4
V13100,698c998d-4,109.6,338.41,Asia,Tablet,58.05
V13101,13fc21ed-d,181.53,249.98,Europe,Laptop,39.02
V13102,7c7f81ff-2,36.85,572.91,Europe,,20.98
V13103,e2c61315-3,158.9,94.89,North America,Tablet,81.35
V13104,06abb29f-d,117.37,31.35,Asia,Laptop,43.24
V13105,cffb9c3f-8,27.21,544.93,South America,TV,34.0
V13106,30e3a552-d,33.78,68.08,Asia,Laptop,34.03
V13107,043d5332-d,58.13,497.86,Europe,TV,81.1
V13108,680a9014-d,125.49,69.31,Europe,Tablet,69.69
V13109,1db431d3-b,97.35,364.42,North America,Mobile,26.07
V13110,86f61d94-2,44.9,204.14,South America,Laptop,72.33
V13111,482a09a7-f,26.45,430.89,South America,Tablet,97.92
V13112,f22bdc65-1,127.12,207.07,North America,Tablet,69.82
V13113,690a1f05-9,51.29,178.08,North America,Tablet,67.74
V13114,8ec69eb7-3,87.02,314.64,South America,TV,67.16
V13115,8a95a2f0-f,70.81,,Asia,TV,52.87
V13116,c0406410-0,67.31,149.49,South America,TV,95.56
V13117,a253d191-d,154.89,97.01,South America,Tablet,41.93
