show_id,title,type,release_year,genre,rating,director,country,language,date_added,imdb_score,budget_millions,age_certification
ce29218e-3,Ball civil authority,Movie,2025,Action,R,Hailey Barrett,Japan,English,2022-11-01,6.2,58.76,Teen
724e2c7d-b,Go others test,Movie,2014,Thriller,TV-MA,Kevin Roberts,South Korea,English,2024-05-17,6.9,147.61,Adult
e38061f0-2,Surface measure cell,Movie,2020,Drama,R,Michael May,France,Korean,2022-08-14,5.8,244.52,Adult
daae09be-c,Skill sometimes Mr,TV Show,2018,Sci-Fi,PG ,David Perez,South Korea,Spanish,2024-11-20,9.8,210.88,Adult
a27a2155-2,Over coach,Movie,1998,Drama,R,Nicole Stone,India,English,2019-06-18,8.1,131.78,Adult
91e06e96-b,Later,Movie,1998,Action,G,Michelle Gallegos ,United Kingdom,English,2023-01-05,7.6,182.9,
138da330-3,Actually discuss,Movie,2025,Action,TV-MA,Ronald Chavez,Canada,Hindi,2021-08-01,6.3,219.31,Teen
8dd187a9-e,Three school,Movie,2016,Romance,PG-13,Joel Rowe,Japan,Japanese,2024-10-03,7.4,19.31,Adult
5840dad3-c,Serve teacher,Movie,1993,Sci-Fi,PG-13,Douglas Sutton,South Korea,Japanese,2022-10-08,4.2,192.06,All
dd70b422-4,Arrive international push,Movie,1980,Romance,PG,Christine Diaz,Canada,Spanish ,2021-11-01,6.7,196.82,Kids
19c93634-7,So his,Movie,2024,Action,PG-13,Norman Hernandez,France,English,2024-03-03,6.0,288.11,Kids
3b64635f-3,Edge visit,TV Show,2006,Drama,TV-14,Brian Jones,United Kingdom,French,2025-01-25,9.3,280.25,Adult
ad1c1562-d,Today address,TV Show,2008,Comedy,R,Anthony Brown,South Korea,Hindi,2022-03-19,3.5,59.3,All
618f6735-d,Page threat interest,Movie,2018,Romance,PG,Justin Holt,United States,Spanish,2024-10-11,3.8,35.11,Teen
6f37c315-4,Determine director,TV Show,2013,Drama,TV-14,Andrew Hicks,France,Japanese,2019-11-24,1.6,98.35,Teen
d63df0d7-5,Relate him do,TV Show,2023,Animation,G,Jill Reyes,France,,2023-12-09,6.3,202.59,All
c746c25e-c,Politics real site,Movie,2013,Comedy,PG-13,Nina Smith,Japan,English,2018-08-24,5.9,215.68,Adult
315984cc-6,Action upon,Movie,1987,Documentary,G,Shawn Park,France,Korean,2018-09-06,5.3,85.88,Kids
74519bf7-a,Thought analysis case,TV Show,1983,Action,R,James Stephens,Canada,Japanese,2023-01-29,5.4,172.94,Kids
7eb8ec83-1,Technology show city,Movie,1983,Sci-Fi,R,Yesenia Morris,France,Hindi,2020-04-21,8.8,113.78,Teen
c0b3ff87-5,How morning under interview,Movie,2007,Animation,PG,Olivia Brown,Japan,English,2022-06-09,2.8,21.62,Kids
c58fbdbf-2,Whether book,TV Show,2007,Animation,G,Patricia Cunningham,Canada,English,2024-03-12,1.5,205.43,Teen
1965ff8e-b,Either anything,Movie,2001,Drama,TV-14,Cynthia Cruz,South Korea,English,2023-06-20,4.0,78.42,Kids
77931e23-1,Already,Movie,1984,Action,G,Melinda Riley,United States,Japanese,2023-09-29,2.1,6.17,Kids
7a62eccc-6,Keep attorney throw theory,Movie,1983,Horror,G,Sara Washington,South Korea,Korean,2023-04-16,5.4,107.51,Teen
8c7ec019-4,Such tend according,TV Show,2019,Action,G,James Hunt,United Kingdom,English,2023-05-26,5.4,115.62,Adult
6a779eef-6,Miss interesting,Movie,1986,Animation,TV-14,Jacqueline Nichols,United Kingdom,Korean,2022-04-08,5.5,39.71,Adult
dbebb949-b,Again sign increase,TV Show,1986,Romance,G,Crystal Shaw,United Kingdom,French,2019-12-01,8.7,244.81,Adult
8a7fcd2a-5,Others rule,Movie,2018,Action,PG-13,Rhonda Turner,South Korea,English,2020-10-01,8.4,29.87,
0109a164-d,Police dream,Movie,1999,Documentary,PG-13,William Gilbert,Canada,Spanish,2023-05-21,6.3,128.27,Adult
9c606e98-4,Guess prevent cause,TV Show,1982,Romance,TV-14,Douglas Parker,South Korea,Japanese,2019-06-21,3.9,240.13,Teen
320cf5c1-1,Religious recently,Movie,2012,Horror,R,Jasmine Baker,France,Korean,2023-11-16,5.8,46.92,Teen
fd6b6b5c-9,Growth foreign,Movie,1998,Drama,PG-13,Edwin Smith,France,Japanese,2018-10-16,4.0,65.84,Teen
8514dc5a-6,Skill network,TV Show,1999,Documentary,R,Morgan Johnson,Canada,Japanese,2018-06-25,5.1,65.88,All
05597477-3,Home including however,TV Show,1993,Comedy,PG,Anita Riley,United States,English,2018-07-28,4.3,54.39,Adult
e3b09146-e,Image law mission,Movie,1988,Romance,TV-MA,Jason Hall,France,Japanese,2024-01-23,4.3,18.11,Teen
72b36f35-b,Thus lay,Movie,2023,Documentary,G,Justin Villarreal,United States,Hindi,2022-10-03,6.8,149.62,Adult
0d550d2f-8,Tough teacher dog,TV Show,1989,Animation,TV-MA,Russell Tapia,United States,Japanese,2024-09-28,7.0,51.36,All
d4b57b12-f,smile town entire,Movie,1996,Action,TV-MA,Justin Ho MD,France,French,2022-12-09,3.2,95.18,Adult
99da6822-9,Like,TV Show,1988,Drama,TV-MA,Laurie Perez,India,English,2022-02-13,8.7,73.77,Adult
14c8b4c3-5,Positive affect,TV Show,1987,Sci-Fi,TV-14,Amanda George,United Kingdom,Korean,2019-08-04,2.5,218.5,Kids
675f13d2-c,Whose social,TV Show,2023,Action,PG-13,Sharon Taylor,South Korea,English,2018-02-22,1.7,100.59,Teen
a361cfe5-0,Wonder difficult,,2002,Romance,R,Robert Miller,United States,Spanish,2022-03-19,8.7,192.42,Adult
42256469-9,Example board for,TV Show,2025,Drama,TV-MA,Mary Massey,France,Hindi,2021-05-04,4.5,187.75,All
63f72937-7,Environmental,TV Show,2002,Action,R,Monica Jones,France,French,2025-09-27,6.1,91.82,Kids
6eccccbf-3,Despite receive,Movie,1992,Action,TV-14,Ricky Strickland,United Kingdom,Hindi,2020-10-11,5.4,99.23,Kids
049e4195-c,True security add oil,TV Show,1982,Thriller,PG-13,Robert Smith,United States,French,2019-10-28,5.2,88.04,Adult
35c5ff39-4,Thank different next,TV Show,2012,Action,PG,Andrea Bradley,Canada,French,2018-05-11,9.8,202.81,All
12a26695-1,Store area,TV Show,2017,Drama,PG,Matthew Kelly,United States,English,2020-09-02,6.5,127.97,Teen
dfce8595-6,Feel again,TV Show,2019,Action,R,Katherine Williams,Canada,French,2022-12-10,2.6,248.85,Adult
c05a17ba-c,Social assume each,Movie,1999,Animation,PG,Sean Stevenson,Canada,Spanish,2022-10-28,4.6,20.83,All
a0bd58ee-e,Firm bag resource,Movie,2018,Comedy,PG-13,Norman Hernandez,United Kingdom,Korean,2018-10-25,9.4,162.82,Adult
966ed0b4-7,Region mother,TV Show,2000,Horror,G,William Reese,South Korea,French,2021-12-20,4.7,123.84,All
2f2e6260-9,Television company,,2002,Animation,PG,Leslie Graham,Japan,French,2023-08-25,3.6,91.2,Teen
c7d8b8bb-4,Hundred look table,Movie,2012,Romance,PG-13,Jeffrey Webb,south korea,Hindi,2022-11-20,3.1,232.51,Adult
98ea0ac4-5,Least accept,Movie,1988,Comedy,R,Courtney Atkins,South Korea,Spanish,2025-04-09,8.4,76.15,Kids
c6255060-9,State last first,TV Show,2000,Documentary,PG,Alexandra Rivera,Canada,Spanish,2020-11-15,6.7,223.75,All
7410dbe7-b,Of authority everybody change,TV Show,2010,Drama,PG,Brittany Mueller,South Korea,spanish,2018-07-20,4.9,160.48,Kids
7f004c06-0,Toward region officer,TV Show,1992,Animation,R,Diane Schwartz,Japan,Spanish,2022-11-25,3.0,238.66,Adult
a6238ec0-a,Table fine,TV Show,2021,Action,PG,Mr. Lance Martinez,Japan,Hindi,2022-10-25,2.8,284.58,Adult
dd644479-e,Never church from,Movie,2015,Romance,PG-13,Brooke Berry,France,English,2025-08-16,5.9,186.24,All
b28d4240-e,Staff laugh big,Movie,1991,Action,R,Zachary Lamb,United States,Hindi,2022-10-22,9.2,199.4,Adult
550c0a36-4,Open face require,TV Show,1992,Animation,PG-13,Kristina Smith,United States,Hindi,2022-05-12,1.3,22.7,Adult
3005a816-f,Sense though name,Movie,1997,Drama,G,Rebecca Walker,India,Spanish,2019-05-04,3.4,274.12,Teen
c82995ad-d,Environment perhaps manager,TV Show,1999,Documentary,PG-13,Michael Horn,Canada,Spanish,2022-02-18,8.0,199.42,Kids
95faae25-5,Approach another,TV Show,2007,Sci-Fi,PG,Scott Lee,South Korea,Spanish,2019-01-05,3.4,132.84,Kids
f8705c30-8,Morning offer player,TV Show,2004,Romance,TV-14,Joel Rowe,United Kingdom,Spanish,2020-01-31,2.0,89.81,All
648c89a5-6,Word reach particular,TV Show,1996,Animation,PG,Alexandra Rivera ,France,Korean,2019-04-07,9.8,60.4,Teen
4a0d7281-f,Material trial,Movie,1998,Thriller,TV-14,Christian Marshall,Canada,Japanese,2024-08-04,9.0,179.11,Kids
d5c334fb-c,Thing enter war conference,Movie,1985,Romance,R,Kimb3rly Dunn,United States,Spanish,2022-10-01,6.2,127.44,Adult
ec13659c-b,Tell guy tree,TV Show,2012,Animation ,G,Laura Dunlap,India,Japanese,2021-12-01,3.0,94.44,Adult
c41bba0c-c,Executive fast,TV Show,1980,Horror,PG-13,Jane Trevino,United States,French,2024-05-22,3.6,,teen
ced72a14-8,Past although,TV Show,1998,action,PG,Elizabeth Gutierrez,Japan,Korean,2024-10-23,6.5,104.34,Teen
bde5329c-d,Watch star,TV Show,2021,Animation,TV-14,Bryan Wagner,France,English,2018-04-14,6.1,235.93,Teen
e9c66c31-e,Military subject resource,Movie,1988,Animation,TV-MA,Patricia Gomez,Canada,French,2018-11-07,8.9,296.12,Teen
e179d0c6-3,Hundred past fear,Movie,2005,Thriller,PG-13,Ricky Strickland,Japan,French,2021-11-13,5.5,226.84,All
2c1f1e5f-d,Lawyer cost need,TV Show,2009,Horror,G,Robert Garcia DVM,United States,Hindi,2019-11-28,1.9,257.01,Teen
67e86bcf-1,Southern someone,TV Show,1985,Drama,G,Sarah Zhang,France,Hindi,2025-09-06,7.4,203.99,All
c2757a60-d,Op3n l3av3,TV Show,2009,Drama,PG-13,Michael Rodriguez,France,Spanish,2021-12-05,8.6,175.54,All
c6816c63-f,Rich serious,TV Show,1981,Documentary,TV-14,Wendy Boone,India,Hindi,2022-06-06,8.0,167.44,Adult
13bbce05-5,Industry imagine law,TV Show,2002,Action,R,Stephanie Oneal,Canada,Japanese,2023-11-04,6.6,102.7,Kids
6831292c-c,Speech research energy,Movie,2009,Thriller,TV-MA,Dylan Werner,India,Spanish,2019-06-03,7.1,92.93,Teen
4d6e833d-a,One color,Movie,1990,Documentary,PG-13,Cassandra Vasquez,United Kingdom,Spanish,2025-04-20,5.4,203.33,Teen
e160256e-6,Avoid his,TV Show,1995,Horror,TV-14,Stacey Monroe,India,Japanese,2021-11-27,3.5,37.07,Adult
0e1e1bf6-c,Wait,TV Show,1992,Romance,PG-13,Pamela Nelson,France,Korean,2022-02-17,6.0,188.93,Teen
ecba17db-7,Mission movie ago,TV Show,2005,Documentary,TV-MA,Kyle Hall,South Korea,Japanese,2019-02-28,7.9,43.97,Teen
9ca6b74e-f,Safe nothing eye,TV Show,2017,Documentary,TV-14,Brandon Simmons,Canada,Hindi,2022-12-04,4.2,169.3,Adult
991ac235-8,Stop air control,TV Show,2017,Horror,G,Eric Blair,United Kingdom,Spanish,2021-02-21,3.8,110.99,Kids
4cf644d5-8,Its company,Movie,1998,Sci-Fi,R,Lisa Davis,Japan,English,2018-05-17,7.3,156.54,Adult
74862c68-6,Carry kind,Movie,1993,Comedy,TV-14,Oscar Hernandez,Japan,Spanish,2018-03-27,3.2,63.51,Kids
b15ef26e-1,Bag fact,TV Show,1986,Horror,PG-13,Jerry Johnson,South Korea,Korean,2021-03-06,2.2,156.94,Teen
30acd719-4,Television,Movie,2008,Thriller,G,Brittany Phillips,France,English,2021-05-16,1.3,100.25,Teen
2406ca5e-f,Activity,TV Show,2012,Animation,G,Michael Campbell,India,Japanese,2022-05-05,2.4,133.73,Adult
47fc86d4-a,Easy structure,TV Show,1981,Action,TV-14,David Holland,India,Japanese,2025-03-27,3.7,207.13,Adult
83558ebf-3,Thank relate camera,TV Show,1996,Documentary,R,Timothy Knight,France,Spanish,2025-02-16,8.3,17.67,Teen
2cf5ee65-2,Drop somebody movie,Movie,1990,Thriller,PG-13,Diane Schwartz,Japan,Japanese,2022-10-02,9.0,140.5,All
684911f8-6,Man wish,TV Show,2015,Documentary,PG-13,David Holland,United Kingdom,Spanish,2022-09-10,5.5,55.33,Kids
1472a149-6,News right,Movie,1983,Horror,PG-13,Courtney Harrell,France,Japanese,2021-03-01,3.7,226.82,Adult
7bd4fcdf-b,Despite charge likely,TV Show,2000,Horror,TV-14,Jennifer Cooper,France,Korean,2018-03-10,2.6,213.61,Teen
f54b1635-c,Choice deep,TV Show,1988,Thriller,PG,Joel Rowe,Japan,English,2019-01-13,8.2,162.06,Adult
b4cff3ab-3,Consider happen,TV Show,2021,Thriller,R,Victoria Evans,India,Korean,2021-07-26,1.7,99.78,All
72bedc43-0,Single group affect,TV Show,2025,Action,R,Michael Hughes MD,Japan,Korean,2023-09-03,9.5,114.43,Adult
e1a213fc-1,Level share financial,Movie,2007,Comedy,PG-13,Andrew Hicks,United Kingdom,Korean,2024-01-16,1.7,265.68,Adult
43e9abb9-2,Future money,Movie,1983,Documentary,R,Christopher Lee,Japan,Spanish,2023-12-11,4.4,247.99,Kids
55e76dad-5,Media force,Movie,1998,Comedy,TV-MA,Joanna Lee,South Korea,Hindi,2020-03-03,1.6,111.2,Adult
79feaa77-a,Whole property thought,Movie,1988,Thriller,G,Patricia Patel,South Korea,Korean,2022-03-08,2.9,290.92,Adult
8d2f3605-6,Rate decision far,Movie,2007,Documentary,TV-14,David Holland,South Korea,English,2021-10-13,6.2,135.92,Teen
3bd9e64e-5,Sort case name factor,Movie,2014,Comedy,PG,Christopher Yu,South Korea,Korean,2020-09-25,1.3,161.54,Teen
97de8d07-7,Worker,Movie,2005,Horror,G,Russell Tapia,United Kingdom,Spanish,2022-10-19,2.7,150.87,Kids
635a99b9-f,Question,TV Show,2016,Sci-Fi,R,Gregory Rowe,South Korea,French,,9.9,167.72,All
b1a8b71b-0,Summer where night picture,Movie,2000,Romance,TV-MA,Lauren Anthony,Japan,English,2023-02-16,4.2,167.0,Teen
0ced7198-1,Break his,Movie,2000,Sci-Fi,TV-MA,Richard Esparza,Japan,French,2021-10-22,5.4,30.22,All
16a4a470-7,Teacher,TV Show,1998,Drama,G,Sean Ortiz,Canada,English,2025-02-13,1.5,82.99,All
7dcab23f-3,Heart bag officer,Movie,2011,Drama,R,Thomas Mcneil,United Kingdom,French,2025-01-05,9.2,246.71,Adult
179921dc-8,Popular school continue sing,TV Show,2008,Romance,PG-13,Jesse Willis,United States,Hindi,2021-11-24,4.4,64.4,All
96ef221b-5,Blue serious appear,movie,1986,Action,G,Geoffrey Wagner,South Korea,French,2024-04-20,2.2,35.2,All
42870a69-2,Face growth,Movie,1980,Animation,G,Katie Thornton,India,Korean,2025-01-04,3.3,274.74,Kids
e3ff405b-8,Right not,Movie,2022,Romance,PG-13,Charles Alexander,Canada,Korean,2025-05-31,7.6,13.73,All
010e2ffa-7,Herself well,Movie,2008,Romance,R,Shawn Bowen,Canada,,2024-09-17,3.3,212.96,Adult
42acbbdc-e,Use buy grow,Movie,1992,Sci-Fi,R,David Holland,South Korea,English,2022-10-06,7.1,11.36,Teen
da7f51f1-3,Action true plant,TV Show,1992,Action,G,Regina Allen,South Korea,Japanese,2024-09-25,8.6,136.35,Teen
93f52c3d-f,Better who,Movie,2005,Action,PG,Sophia Green ,France,English,2026-01-12,4.3,141.85,Adult
7e596049-f,Significant way,TV Show,2011,Thriller,PG-13,Rebecca Mayo,India,English,2025-12-22,6.2,260.88,All
37730fe7-5,Relationship sit,Movie,1981,Animation,PG,Dr. Dale Miller,Canada,Spanish,2019-02-02,8.6,190.61,Kids
c3fd466f-d,Hope easy individual fund,TV Show,2009,Romance,PG,Timothy Miller,Canada,Spanish,2022-05-21,4.8,129.74,All
f5203abb-3,Still gas debate,TV Show,1991,Thriller,R,Dr. Henry Williams,Canada,Hindi,2019-06-23,8.5,263.73,Kids
08ad3fb6-7,Provide,Movie,1985,Horror,PG-13,Aaron Calhoun,United Kingdom,Spanish,2019-04-03,1.9,245.9,Teen
11669c53-1,White manager,Movie,1998,Drama,R,Kimberly Turner,United States,Japanese,2023-03-07,9.8,62.62,Teen
fdd4d1e4-3,Sound behavior toward,TV Show,1990,Drama,G,Sean Ortiz,India,French,2023-01-14,6.7,18.55,All
94793eaa-2,Name himself,Movie,1997,Documentary,PG-13,Vicki Hoover,United Kingdom,,2019-03-28,6.2,135.66,Teen
4a9d4faa-0,Blood nice,Movie,2020,Romance,G,Miranda George,India,French,2021-09-23,6.8,68.16,Teen
f58d3a7d-7,Control then,TV Show,,Thriller,R,Jennifer Brady,United Kingdom,French,2021-08-21,2.9,275.57,Adult
f318d17b-7,Cell eye entire,TV Show,2013,Comedy,TV-14,Patricia Mayo,South Korea,Korean,2023-07-29,2.9,119.05,Adult
8eaa81b5-d,Usually maybe,Movie,2021,Thriller,PG,Joshua Wilson,South Korea,Japanese,2018-12-07,7.1,75.01,Teen
4b3bc4ce-6,Return total,Movie,2013,Documentary,TV-14,Laura Dunlap,Japan,Korean,2025-07-18,6.2,60.41,All
c4d580d4-2,Walk course,TV Show,1982,Sci-Fi,PG-13,Sarah Owens,Canada,French,2022-05-01,1.4,38.77,Kids
17449f8c-4,Source radio,TV Show,1995,Romance,R,Patricia Patel,United Kingdom,Korean,2024-05-20,1.3,160.72,All
941791c2-b,Reflect common,TV Show,1999,Drama,PG-13,Michelle Spencer,United Kingdom,Japanese,2018-12-12,1.2,275.1,Kids
c3d69dc6-d,Water million report,TV Show,1999,Sci-Fi,TV-MA,Jacqueline Wilkerson,Japan,Japanese,2025-07-27,9.7,132.59,Teen
f1be466f-a,Sort place thank,Movie,1982,Comedy,TV-MA,Courtney Atkins,United States,English,2021-05-17,5.1,127.38,Teen
2a75b62f-6,Draw suggest this,TV Show,2022,Animation,TV-MA,Mary Massey,,Hindi,,2.6,238.17,Adult
031b4fe8-0,Main all,TV Show,1986,Documentary,G,Steven Taylor,Japan,Spanish,2022-04-01,4.5,206.69,Teen
57439622-c,Side ok down,TV Show,2015,Thriller,PG-13,Sharon West,United Kingdom,Spanish,2020-11-21,1.0,37.86,Kids
dfee32e3-e,His conference,TV Show,1996,Drama,R,Gary Wagner,South Korea,Hindi,2020-07-19,3.7,289.07,Kids
65396d23-d,Major other,Movie,2009,Comedy,G,Mr. Carlos Lawrence,South Korea,Hindi,2021-12-14,9.0,299.81,Adult
b42a9fa5-3,Require,TV Show,2010,Comedy,R,Sean Nelson,India,Korean,2019-12-10,1.5,216.24,Adult
3fc34412-a,Consider toward,TV Show,2012,Action,PG,Matthew Bryant,Japan,English,2022-01-05,9.0,132.8,Adult
c76912bc-c,Explain how,TV Show,2009,Romance,TV-14,Maria Rivers,United States,Japanese,2021-11-06,3.6,22.15,All
6b366b5a-a,Number alone answer,TV Show,1997,Horror,TV-MA,David Berry,South Korea,Hindi,2024-07-03,9.0,242.81,All
8e6b3b67-3,Energy water anyone,Movie,2011,Romance,PG,Taylor Griffith,Japan,Korean,2025-09-23,6.6,215.4,Kids
ada11fc6-b,Ready effect just,TV Show,2023,Sci-Fi,PG,Sharon Taylor,South Korea,Japanese,2021-01-30,3.5,38.63,Kids
444557d4-4,Hot become,TV Show,2012,Drama,G,Kristine Howard,Canada,Spanish,2022-12-11,2.8,192.46,Teen
c8ae4b27-c,Sister,Movie,2014,Horror,G,John Neal,Canada,English,2019-09-01,2.3,206.21,Teen
fbe9ab04-a,Indeed explain,TV Show,2011,Sci-Fi,R,Donna Martinez,Canada,Korean,2026-02-03,5.3,112.87,Teen
b0be12df-2,However office,TV Show,2005,Documentary,G,Luis Perez,Japan,Spanish,2019-05-13,6.0,188.39,Adult
0c1e26b8-9,Save water green,TV Show,2024,Horror,PG,Michelle Watson,United Kingdom,Hindi,2023-01-08,2.7,92.93,All
88dfc88b-9,Report yourself,Movie,2013,Action,,Angela Jenkins,France,Japanese,2024-07-31,7.9,56.5,All
c00d460b-c,High outside,TV Show,2013,Romance,PG,Dawn Richards,Canada,English,2025-01-02,6.5,190.2,All
c1c8b24e-4,Leader civil country,TV Show,1990,Documentary,PG,Claire Pittman,United Kingdom,Spanish,2024-12-19,3.2,147.55,All
da741a20-5,In art should treat,TV Show,2013,Drama,PG,Brandon Chapman,Canada,English,2019-10-25,5.7,133.04,All
6b8b6db4-a,Last ago no,Movie,2004,Thriller,PG,Michelle Clay,India,Japanese,2019-06-22,5.8,,Kids
a7e7ab6e-9,Wide deep,TV Show,2001,Drama,TV-14,Russell Tapia,India,Hindi,2023-11-13,7.9,57.57,All
a6e4eaeb-3,Need professor within,TV Show,1997,Action,TV-MA,Marcia Schmidt ,Japan,Korean,2022-01-26,6.6,169.18,All
f7dec142-4,Way between fast,TV Show,1983,Horror,TV-14,Mark Jacobs,United States,Korean,2021-08-29,1.8,288.52,Kids
6204e214-1,Read source,TV Show,1988,Horror,PG,Joe Baker,India,English,2019-06-14,2.9,255.85,All
89d5a375-6,General change short,Movie,2009,Drama,TV-MA,Jonathan Jones,South Korea,Spanish,2018-12-16,6.4,194.39,Teen
1d15d46a-f,Condition ,TV Show,2023,Drama,G,Jeremy Scott,United States,Hindi,2025-02-25,5.9,80.51,Teen
7b92bb58-5,Me camera election night,Movie,1998,Comedy,PG,Amanda Noble,Japan,Spanish,2022-07-13,4.1,286.99,Kids
115e2d1f-c,Language too,Movie,1988,Romance,TV-MA,Michelle Watson,India,French,2024-10-12,6.1,188.64,Kids
a3e46e34-b,Career wish,TV Show,1987,Animation,G,Douglas Parker,India,Japanese,2021-03-26,9.9,271.63,Teen
c7b404a5-6,Bad camera,Movie,2020,Horror,G,Lisa Mayo,Canada,Spanish,2021-11-06,6.8,37.32,All
2fb75317-a,Well free,TV Show,2010,Thriller,R,Nicholas Richardson,United Kingdom,Hindi,2025-08-25,1.5,146.69,Adult
dba53e11-0,Positive response,Movie,1985,Thriller,PG-13,Sharon West,United Kingdom,Korean,2022-07-31,2.5,52.91,Adult
f7537789-6,Need safe answer list,TV Show,2007,Comedy,R,Dr. Dale Miller,South Korea,Japanese,2019-11-23,2.4,70.78,Kids
04755daf-b,They war wife,TV Show,1988,Animation,PG,Amanda Preston,South Korea,Hindi,2026-02-06,2.2,167.52,Kids
bc6927d9-8,Spend example guy,Movie,2009,Romance,TV-14,Beverly Johnson,France,Korean,2025-04-11,3.9,190.43,All
3a65b9cc-4,But,Movie,1989,Animation,R,Jacqueline Nichols,Japan,Spanish,2019-06-04,8.3,259.16,Adult
b4a2e33d-8,Whom yeah institution,Movie,1999,Sci-Fi,PG-13,Heather Waters MD,Canada,English,2022-01-11,6.1,283.1,Kids
d13835c3-a,Garden become,TV Show,,Sci-Fi,TV-MA,Heather Jones,South Korea,Japanese,2021-10-04,2.6,91.21,Kids
3291b024-0,Could understand rate,Movie,1989,Sci-Fi,PG,Christine Rhodes,Japan,Korean,2024-09-12,4.3,145.32,Kids
313437ae-0,Degree its,Movie,2019,Drama,G,James Brewer,Canada,,2021-07-03,1.3,208.27,Kids
ad693827-c,Operation often now,TV Show,2018,Sci-Fi,PG,Susan Rogers,United Kingdom,Spanish,2022-01-09,5.7,92.67,All
aacb729c-0,Others drop,TV Show,1992,Action,TV-MA,Taylor Shaw,France,Korean,2024-01-07,2.1,7.34,Kids
71b2d44b-f,Feeling data,Movie,2003,Animation,PG,Robert Brown,France,Japanese,2020-08-09,3.3,16.3,Teen
a937dea4-2,Prevent Congress too,Movie,2017,Horror,R,Cassandra Goodman,France,Spanish,,4.9,149.95,Adult
7b92b509-5,Who develop support,Movie,2016,Romance,G,Rachael Turner,South Korea,French,2024-01-18,9.4,21.48,Kids
56d8ce80-0,Before write herself theory,Movie,2025,Horror,TV-MA,Brian Jones,India,Spanish,2021-07-28,3.5,170.74,All
7341589a-c,Culture eye,Movie,2014,Romance,R,Bruce Sanchez,United Kingdom,Hindi,2018-04-04,4.9,87.06,Teen
b381c454-d,Property example modern,TV Show,2023,Sci-Fi,PG-13,Madison Payne,United States,Spanish,2025-01-16,5.0,195.84,Adult
a6e10ef5-9,Kitchen will,TV Show,2015,Horror,TV-14,David Marsh,United States,French,2018-04-06,4.7,150.64,Teen
dd1ef15d-b,Sea might account,Movie,2008,Action,PG,Kimberly Silva,Canada,Hindi,2018-09-16,9.4,62.75,Adult
4515e14f-0,Enough smile none TV,Movie,2007,Documentary,PG ,Nicholas Johnston,Canada,Japanese,2023-06-04,5.1,82.71,Adult
b6728852-a,Serve his,Movie,1995,Documentary,TV-14,Mr. Lance Martinez,Canada,Spanish,2020-04-29,3.9,172.49,Kids
ec9f9541-d,Appear service,TV Show,1990,Comedy,G,Bryan Wagner,India,English,2024-11-28,2.9,55.5,Adult
49021590-d,Somebody line support,Movie,1996,Documentary,PG,Sean Stevenson,United States,Japanese,2024-08-14,7.0,251.03,Teen
22674501-6,Painting second do least,TV Show,1981,Horror,G,Jacqueline Nichols,France,Spanish,2023-05-11,7.6,96.98,All
7cf5b471-e,Point,TV Show,1994,Romance,PG,Dana Rowe,United States,Hindi,2025-02-04,7.6,101.88,Kids
21fea2c3-9,Involve which,Movie,2003,Documentary,G,Angela White,Canada,Japanese,2021-08-02,8.3,145.55,Kids
e0ca1583-d,Social project,TV Show,2011,Romance,PG-13,Richard Harris,South Korea,Hindi,2020-01-25,7.8,95.39,Kids
45669b8b-2,Research worker us,Movie,2020,Action,TV-14,John Murray,United Kingdom,Hindi,2018-07-27,3.7,269.71,Kids
7270b48f-7,Reason alone,Movie,2011,Sci-Fi,R,Lindsay Thompson,South Korea,Korean,2024-02-03,5.6,283.51,Teen
f3d870ac-3,Civil determine yes,Movie ,1992,Sci-Fi,R,Nicholas Ward,Canada,Hindi,2024-10-15,1.7,253.87,Teen
b581c6fa-5,Single its,Movie,1992,Horror,PG,beverly johnson,United Kingdom,Spanish,2022-01-03,4.4,218.96,Teen
84588d23-0,Approach economy company,TV Show,1988,Drama,G,Nathan Dunn,South Korea,French,2021-10-31,2.9,115.11,Teen
60b2ba69-2,Mention daughter on,Movie,1992,Thriller,PG-13,,United States,Japanese,2021-03-27,3.9,230.46,Teen
30f6d042-e,Five growth,TV Show,2021,Drama,TV-MA,Joseph Gardner,France,Japanese,2024-09-25,1.4,109.52,Adult
d06a01f6-e,Provide put,Movie,1992,Documentary,G,Christina Barker,France,Japanese,2023-04-01,5.7,236.27,Teen
aa5821ad-b,Line main keep eye,Movie,1988,Documentary,G,Laurie Perez,South Korea,French,2020-02-10,7.3,30.87,Adult
72970b08-f,Front particular one,TV Show,2020,Documentary,PG,Laura Wiggins,India,Korean,2024-12-03,7.5,115.99,Adult
694e0e6b-5,Over official program,TV Show,1993,Romance,PG,Timothy Baker,South Korea,Hindi,2021-01-15,2.5,258.16,Teen
bce16d99-d,Avoid generation,TV Show,1987,Animation,PG,Meghan Hopkins,Canada,English,2023-03-23,9.5,15.06,Adult
6832116c-7,Rich city,Movie,1989,Horror,PG,Alejandro Ross,France,Korean,2019-11-10,2.1,,Kids
cd07b388-e,Future list better,Movie,2015,Sci-Fi,TV-MA,Caitlin Leon,United States,English,2019-04-17,5.3,250.07,Kids
a49f78bd-2,Begin begin image,Movie,2020,Action,TV-MA,Morgan Johnson,United Kingdom,Korean,2022-04-06,2.3,138.04,Adult
7a868dc4-7,Main you system song,Movie,1981,Comedy,PG,James Tucker,United States,Spanish,2025-05-31,8.3,38.58,Teen
