review_id,show_id,rating,sentiment,review_text,review_date
R10837,a4a30d00-a,2.0,Neutral,Manager room let book who whole when.,2025-06-25
R10838,a7997782-3,4.6,Neutral,Inside dark those kind our nice team.,2022-05-24
R10839,c2f337ed-0,1.3,Positive,Save option available simply and represent fact couple degree dinner inside score man.,2025-12-01
R10840,a1f46d85-5,2.7,Negative,Purpose degree movement just walk model animal bit.,2023-10-17
R10841,5e336ca1-1,3.7,Positive,Million share enough term effect number middle brother daughter answer kitchen lead listen relationship force.,2025-06-17
R10842,7b95a507-6,2.4,Neutral,Reality land new find someone government participant your second buy.,2022-09-10
R10843,97daa5cb-3,4.6,Negative,Remember season from event would team last across hit majority.,2024-11-16
R10844,14982a20-9,1.9,Neutral,Message task value key day partner current hear involve.,2025-08-05
R10845,9733add5-8,2.9,Positive,Stop far hear question never actually possible so picture let.,2023-12-29
R10846,2981646b-1,2.4,Negative,Away office up ground do community clear always fall four adult game treat away.,2024-11-11
R10847,a21f8e2b-5,3.6,Positive,Himself civil use individual author special hard one choice visit peace fear member democratic cover report.,2022-04-11
R10848,9b0a1faa-b,2.4,Neutral,Receive standard dream success PM half conference city stop.,2026-02-04
R10849,54f77a3e-f,2.2,Negative,Old sing big by court career turn near describe rest audience indicate car draw itself loss.,2023-12-14
R10850,77fecdd9-0,2.1,Positive,Room we perform another Mr majority talk sort score none six sea call where again market.,2022-10-11
R10851,22c0e9a3-9,1.7,Positive,Leg whatever event cell sign continue happy near social economy fact lawyer upon late fall threat.,2025-04-24
R10852,89f2d571-0,4.3,Neutral,Beyond go behavior generation buy direction attack newspaper arm hundred rise land.,2025-09-02
R10853,0bcae214-7,2.9,Negative,May cold likely same arrive accept by series enjoy I story order participant.,2022-07-04
R10854,8a893c9b-a,3.4,Neutral,Minute simply whether detail challenge arm least ball range instead simply magazine.,2022-06-26
R10855,539600f6-2,2.4,Negative,Moment inside area up item glass central deal dream especially nature certain government.,2024-09-21
R10856,4b8a64af-d,3.4,Neutral,Above guess guess reach bill yet suddenly security marriage we animal within center.,2025-06-25
R10857,973a208b-c,,Negative,Eye person western box away quite we choose site only out lay learn part play.,2024-12-10
R10858,97228b2a-0,2.1,Negative,Decision example plant third along chance it deep past peace difficult into under picture. ,2022-06-02
R10859,5829163a-9,2.8,Positive,Discussion generation manage poor ready water white maybe physical even those.,2022-09-04
R10860,8cfd3b29-2,4.9,Positive,News history wrong deal out law tough so thing Mrs none too away.,2025-01-08
R10861,2c535849-8,3.5,Negative,International church sign husband pattern career whether major own news official gun popular former well.,2024-10-26
R10862,2564cec4-7,3.5,Negative,For feeling return current under decision create would consider pass nation service group radio.,2024-01-01
R10863,c1b61b45-f,4.9,Negative,Attorney effect administration many food relate hair eye probably herself throw account.,2023-11-02
R10864,63580c89-e,3.2,Positive,Fr33 str33t I natural grow fr33 tough visit r3gion arm capital.,2024-12-11
R10865,efcba419-f,2.9,Positive ,Establish produce alone many company significant education ten skin environmental catch under season.,2022-06-04
R10866,9584586a-2,3.5,negative,Few list blood stuff pay meet simple minute bill may friend family various alone lose.,2022-03-15
R10867,8438b190-f,2.9,Negative,Base outside community sense oil two good better tend thank yeah ahead.,2024-12-28
R10868,5bd0738a-5,4.9,Neutral,Phone issue new mention scientist head response.,2023-09-04
R10869,c7c73d3c-7,4.9,Neutral,Effort herself attack me debate hope no will after participant little myself space early bag today.,2022-11-30
R10870,aa1de80d-0,4.2,Neutral,The window movie hear return short class surface cultural president why kind.,2024-07-31
R10871,78af1f16-4,2.1,Positive,Piece do compare party tree than five first drug stay final meet.,2023-04-25
R10872,5992e1c9-d,3.6,Positive,In material international social family trial glass evening out law camera knowledge set as surface hundred.,2024-10-14
R10873,fcfebc15-9,1.9,Neutral,Test skill leg argue when believe law yeah voice.,2024-07-12
R10874,9eb160a2-e,1.2,Negative,Page black I lot second eat couple practice term benefit happy cell mother indicate million.,2025-03-12
R10875,6e803a5b-b,4.7,Negative,Most effect responsibility summer history administration music officer.,2024-04-26
R10876,db9b24ad-2,1.3,Positive,Various whose learn whether hour sometimes yeah.,2023-01-16
R10877,b602042f-9,,Negative,Smile offer end us record purpose husband yet maybe door over most seven natural.,2024-10-15
R10878,0deb09ae-b,1.3,Neutral,Treatment another defense wish per can majority smile wrong by town perform conference.,2022-05-10
R10879,19097b37-d,1.8,Negative,Including book not wonder manager senior action church exist arm eat them old.,2023-05-03
R10880,185729bd-b,4.1,Negative,Yeah wife than evening plan beyond opportunity.,2023-11-03
R10881,cf1a2d66-4,3.0,Positive,Grow population among hotel senior make today today from its how enough.,2025-03-12
R10882,4d9c1e90-a,3.4,Positive,Among within speech ok pretty individual represent star.,2023-04-07
R10883,8aec9edb-3,1.4,Positive,Voice sing marriage when cup religious understand dark drop program responsibility opportunity let fund.,2023-09-18
R10884,17c77e4d-5,4.2,Positive,After arm maintain item cold national according nice nice join though. ,2022-03-14
R10885,da8a2a6d-8,3.6,Negative,Hundred about PM station defense thousand him hair happy air draw.,2022-08-20
R10886,d69e097d-4,3.2,Positive,Nature trip happy help area spend culture house people finish everyone why almost whole happy.,2024-08-14
R10887,a6e351d2-4,2.8,Negative,Herself road I no everything idea building why field plant generation probably kitchen.,2023-06-20
R10888,70a1d21e-3,4.5,Neutral,Seven reason discussion including course person high.,2025-02-24
R10889,9cfcecf4-9,3.0,Neutral,Story growth name this fear at understand free available maybe after.,2022-10-07
R10890,8900391c-2,1.5,Positive,Far computer court weight eat south debate stuff charge forward environmental simple.,2022-04-05
R10891,6f989741-8,3.8,Negative,Whom also ball more us increase positive draw.,2022-06-09
R10892,bd58fb7d-1,4.5,Neutral,Free save community meet everything good couple boy year.,2025-06-01
R10893,ff273675-1,4.0,Neutral,Explain appear simply such trade claim process from market cost finally group last beautiful plant all.,2025-11-24
R10894,d2cb55fa-c,2.2,Positive,Read American impact run security shake tough wall leave left front return head detail.,2022-07-24
R10895,821e6286-1,4.9,Positive,More above next Mr because enter herself service close sit hot though hold tonight issue expert.,2022-02-22
R10896,f68c87f9-7,4.1,Negative,Manage evening often during central sing watch vote through PM.,2023-01-13
R10897,74ffd97a-0,,Neutral,Yeah rich list enough trial federal everyone network positive begin foot ten.,2025-02-01
R10898,6b29508e-f,3.2,Negative,Factor drive message life walk common explain.,2023-07-15
R10899,7f28006a-a,2.3,Negative,Follow board rather face moment present when family skill onto prepare well travel others may interview.,2024-05-01
R10900,d54349ea-1,2.2,Positive,Record mission mention lay share maybe field reflect recent admit hold me themselves.,2024-02-01
R10901,ec1f6d64-a,4.7,Positive,Among agency recently city grow rather develop gun far imagine big sure news author behind.,2022-12-22
R10902,5d11dee0-3,2.3,Neutral,Easy beautiful positive improve simply middle memory enough finish middle study.,2025-11-16
R10903,f0cc8998-6,4.1,Positive,Simple one training state population begin whose story second big center market not hospital him with.,2024-12-06
R10904,a711305b-a,1.8,Negative,Maybe yourself citizen pretty boy individual direction place walk many eight weight seek.,2022-12-26
R10905,49aa8952-c,4.7,Negative,These apply peace law strong vote individual speak just want.,2023-08-26
R10906,17bbbc61-5,2.4,Negative,Situation dream scientist fine serious plan effect system claim imagine tree.,2022-04-22
R10907,d2b0c6f9-8,1.6,Negative,Today design wear tough seek half less wait field behavior office outside card themselves of note.,2023-06-07
R10908,552cd69e-9,2.6,Positive,Measure bad rule nothing add theory miss environmental whether.,2022-05-17
R10909,64f8fce9-3,3.1,Negative,Night court suffer effect middle himself care.,2025-09-22
R10910,80a0f280-3,1.5,Negative,South3rn aft3r thus m3dia bit n3ws bring product consum3r should h3rs3lf will attorn3y could way month.,2022-09-22
R10911,be35601c-e,3.3,Neutral,Between child establish not popular probably organization table necessary whose billion positive course Mr shake.,2024-02-25
R10912,c1daab76-3,4.6,Positive,Movie short term watch important pressure practice present father structure PM church realize each mention.,2022-11-15
R10913,c9b51071-e,3.9,Positive ,Help industry organization no our accept not particular may happen somebody company network contain work.,2022-08-30
R10914,ee58540c-b,1.0,Positive,Military serious I professional serious need until series identify but buy.,2024-08-09
R10915,dce3da66-a,1.7,Negative,Range fact serve either level certainly blood offer between kid nothing pick available say central.,2022-02-27
R10916,ca042404-d,2.3,Negative,Win woman hot process art international see least realize.,2023-10-07
R10917,ec3a947e-7,4.2,Neutral,Weight movie industry more thus bar race word ok professional down.,2024-09-15
R10918,0aabe1bc-e,4.6,Neutral,Major indicate during laugh few west travel instead statement maintain right also.,2023-02-10
R10919,3770f9dc-b,1.3,Neutral,Address growth her hit age general financial maintain.,2024-01-08
R10920,57bd74ec-8,2.3,Positive,Source account box draw kitchen know grow book better executive wrong inside become article she activity.,2025-11-18
R10921,3ce8e72f-4,3.6,Positive,Test record we authority air candidate act organization exist.,2025-08-11
R10922,0760f6cb-8,3.7,Neutral,Also many lead side effort bill war.,2024-12-07
R10923,15f21923-7,3.5,Neutral,We bad paper cause choice make certainly blue happen situation model single yes.,2025-02-05
R10924,0fafdbee-e,4.6,Negative,Again protect growth four so continue make hotel.,2024-12-28
R10925,c0f43d39-2,2.4,Negative,Let people activity get enough yet station must least west into anything trouble end fine thus.,2026-01-10
R10926,000f42a9-f,1.3,Negative,Community number year our trip development fine glass college change oil here research.,2025-05-04
R10927,0b4f61ea-e,2.7,Neutral,Toward enough improve clearly artist rich agreement base team north threat.,2022-12-08
R10928,813d474f-d,2.1,Neutral,Area factor truth defense level Democrat somebody material.,2023-06-24
R10929,2d19459c-6,4.5,Positive,Positive station per south trial remain provide where doctor.,2022-09-28
R10930,5a756a0c-4,1.1,Neutral,Among traditional use Congress clear share back need move star memory party it environmental building.,2022-03-14
R10931,d4e4ee61-b,1.5,Positive,Move magazine health imagine often despite ok technology class.,2023-01-07
R10932,47ac0e90-8,1.9,Negative,Myself training popular less Republican break type up forward.,2025-10-25
R10933,f34e03fe-b,4.5,Negative,Major stage build reveal information top vote check sure financial so leg follow game usually.,2023-07-02
R10934,37ecbad2-e,3.6,Negative,Paper baby science long drive want performance method record six lawyer similar court guy under.,2022-09-04
R10935,0b76e529-f,3.3,Neutral,Our president when brother stuff hold natural person upon.,2023-04-25
R10936,02414ef7-1,1.1,Neutral,We add political front despite during value candidate.,2024-03-18
R10937,8c2880b9-3,4.6,Negative,Administration stuff each will none start agent star as wonder add.,2023-01-29
R10938,369b55ee-8,4.9,Neutral,Although bring difficult year occur make that both language candidate floor two manager one.,2025-11-15
R10939,f0a93326-a,4.1,Negative,Worker street thousand push upon push fall like human idea.,2024-05-06
R10940,617fbf21-1,3.7,Positive,Star probably tax great fill recent around.,2022-05-30
R10941,b9f897bf-b,3.3,Negative,Life staff chance outside camera deal realize other century what agree.,2025-04-09
R10942,dcf8073a-6,2.2,Neutral,Program song finish catch care relationship common determine.,2023-10-28
R10943,286335fc-7,4.7,Positive,Positive not break billion by new third local city.,2023-02-05
R10944,bd7182d4-4,2.6,Negative,Professor bit anyone visit certainly start better any himself guess.,2023-04-29
R10945,6c1ea3b8-7,3.1,Positive,Check public direction traditional population reduce either sea moment eight again site east serious.,2023-09-28
R10946,822d0eeb-7,1.6,Negative,Section suddenly suggest you hotel keep suggest evidence itself significant card option whom week.,2024-02-11
R10947,ecfa76df-a,4.7,Negative,Wrong never college staff woman financial fact affect PM.,2025-07-26
R10948,22aaf6ce-2,3.9,Negative,Force water resource lay mother fly such fast those second piece success any crime.,2024-10-25
R10949,42ba49d8-0,3.8,Neutral,Success business by art him include case cup technology win.,2025-03-19
R10950,2fdb5cc9-0,1.9,Negative,Traditional future event here western bill mouth front week.,2022-10-10
R10951,c3fc43d5-b,1.8,Neutral,Different visit possible start report industry church choice region never none performance.,2022-03-25
R10952,6e9b7a22-e,2.2,Neutral,List piece add mean key run get recently important western.,2024-09-12
R10953,df4127df-1,2.3,Negative,Deal finish only seem develop thought be get look.,2023-11-10
R10954,ff097beb-7,3.2,Neutral,Important natural think camera between nice sort land car concern former kitchen thus agreement.,2023-03-07
R10955,b9e2d980-7,1.7,Negative,Environment nor new western and Republican heavy be election.,2024-04-08
R10956,7d76a6fd-d,2.8,Neutral,Care they pay play account dog become special find work step.,2024-11-02
R10957,5815041d-3,3.3,Neutral,Special agreement police early industry less save individual both price article happen kind after police.,2024-01-09
R10958,11edcefc-9,4.0,Negative,Town politics sometimes commercial five society everything television hour line table reality.,2026-01-03
R10959,a11f1f2b-6,2.7,Negative,Knowledge impact million model point save general son mind cover service budget.,2023-08-14
R10960,2db01e09-9,3.4,Negative,Authority late quickly fall expert lawyer chance wife policy.,
R10961,a744a4ba-2,4.2,Positive,Moment citizen you act air agent image study more camera best be.,2022-05-04
R10962,04d275bb-1,3.6,Positive,Agency tend challenge citizen happy yes measure.,2022-11-05
R10963,,4.4,Positive,Including paper clear herself manage author wear member across within police amount.,2023-10-14
R10964,f14303cf-e,1.3,Negative,Would argue a I similar close again with resource look apply test feel campaign pull general.,2023-07-04
R10965,9dc12d60-8,,Negative,Sport director friend skin month owner decade watch price.,2022-10-14
R10966,eb343e9a-0,4.0,Neutral,Quickly picture level this give watch wish girl.,2023-10-06
R10967,c0a87040-e,2.6,Negative,Move son religious thousand Mr seek industry reality film.,2025-05-06
R10968,26543206-6,1.6,Neutral,Report firm reality develop just majority its degree night bag bill green.,2025-06-19
R10969,0342f4d5-9,2.0,Neutral,Scene writer wish where red its now story choice process.,2023-07-29
R10970,05c32a10-c,2.5,Negative,Each behind push six include kid cultural memory American investment knowledge religious drop.,2022-12-25
R10971,72efb5c5-b,3.1,Positive,Few team exactly stay land measure card close travel by such rise clearly although where.,2024-06-07
R10972,b233bd43-7,3.0,Positive,Here right success add threat financial would group somebody true may center.,2024-06-24
R10973,cd193262-1,4.8,Negative,Second medical happy news suddenly us form important.,2024-02-06
R10974,5290b417-e,4.4,Positive,Oil kid system event life government simply later would six that describe.,2023-04-06
R10975,36360398-2,3.9,Neutral,Those knowledge next stage hot could this we else region quite.,2023-08-05
R10976,3157b4ba-a,3.6,Negative,Single write heart may message after ahead spend customer talk each out many affect thing.,2025-02-17
R10977,e0b2a896-3,1.9,Neutral,Election street stuff player piece occur sit financial on billion walk picture area sort sense plan.,2022-03-17
R10978,36e5dd63-b,3.2,Neutral,Feeling until there employee operation though white low protect recognize.,2024-05-08
R10979,01f684c8-e,1.0,Neutral,Eight spring share common school down team practice seek public as impact when character push tax.,2026-01-14
R10980,97779efe-d,1.5,Neutral,Research last issue happy anything along local though manage spring clearly relate heavy structure people.,2022-12-12
R10981,1cdd24ca-6,4.4,Positive,Need just range how card challenge establish since notice little upon list none summer.,2024-11-27
R10982,48bcef25-3,1.3,Neutral,Him skin lay physical why spend truth standard but especially particularly.,2025-08-22
R10983,d023cf9a-2,2.3,Positive,Consumer maybe reach over Mrs both nor road sign safe.,2022-04-05
R10984,7f5371b9-3,4.5,Negative,Answer production prevent century professor yard type phone.,2022-02-10
R10985,33ca7c90-c,1.6,Positive,Property voice believe first collection consumer population impact floor subject.,2022-02-13
R10986,9b2cf383-1,3.0,Neutral,Five film buy increase right white pay service hold strategy image player think.,2022-09-01
R10987,28b7d34b-3,2.5,Negative,Cup subject in sort usually glass than young say campaign baby court cause Mr ago.,2024-11-27
R10988,2d89b596-1,3.3,Negative,Break throw nor range civil painting smile game mean your treat picture wife surface college bed. ,2026-01-30
R10989,73f05ce7-7,3.1,Negative,Your catch go sport save college special exist million join statement cause.,2025-07-09
R10990,e5447467-b,3.9,Negative,Position hot rich front important technology him pay build avoid own do likely difficult.,2024-04-30
R10991,50e21d42-c,3.6,Neutral,Artist stage several look something usually small forward boy.,2023-11-29
R10992,52f9dbdc-9,4.6,Positive,High draw four direction husband effect rather relationship.,2024-08-14
R10993,4366d02d-b,4.9,Positive,Story among radio seven floor off police wide newspaper cup no above happen.,2025-02-09
R10994,0b8c1bb8-9,2.9,Positive,Film figure family impact listen card my prevent not learn.,2023-09-12
R10995,11f3f8d7-e,1.7,Negative,Determine once east consider fire show behavior food song follow town.,2023-05-04
R10996,5dabdfa6-0,4.8,Negative,Focus property analysis event him box oil for model choose article fund claim cultural.,2025-09-06
R10997,efad7b22-3,1.6,Positive,Wear son step sit even message product record.,2023-12-10
R10998,32bf045d-0,1.7,neutral,Foreign sound who during fire southern inside difficult speech whole represent so character.,2024-07-04
R10999,e9c780a2-3,4.2,Negative,Thank goal medical usually however begin instead drug month huge.,2026-01-01
R11000,cb73d52f-d,3.8,Negative,Option near capital story protect really research doctor common scene statement.,2026-02-06
R11001,f786860c-a,2.7,Negative,Involve stage bag affect hold your number by support.,2023-10-07
R11002,d6a8f0a9-a,3.3,Negative,Meeting so agent throughout economy look become buy although fill must.,2022-09-06
R11003,eec12023-4,2.1,Positive,Look just final ask theory onto identify believe nice performance despite during consider Mr there nothing.,2025-12-12
R11004,377a78e1-e,4.1,Negative,Quickly whole Mrs material provide true ready school former discuss account discover fact change home environmental.,2022-07-10
R11005,96c04612-5,2.3,Negative,Its next care visit social stage pull with.,2022-06-13
R11006,7e607745-c,1.8,Negative,Into although policy may improve my difficult glass material individual cell side.,2022-06-29
R11007,7860710e-d,4.0,Negative,Effect might spend lay through on especially.,2023-12-05
R11008,860b4bbb-e,4.5,Neutral,Middle of cultural fill movement pattern argue need painting agency father mouth air.,2025-07-01
R11009,37b958d4-6,1.3,Neutral,Admit learn year claim book hot dinner beautiful window.,2026-01-07
R11010,9287cf63-b,4.5,Negative,Artist each yourself position wind maybe behind training degree real box around.,2023-11-15
R11011,5a052668-7,4.5,Positive,Usually notice power glass interesting street clearly.,2025-06-18
R11012,296cb68b-d,4.7,Negative,Difference discover person I either short institution.,2022-06-27
R11013,4a43002c-6,1.9,Neutral,Movement foot report girl professional quality prepare daughter often technology out threat financial even.,2024-01-11
R11014,aeaaace0-3,3.1,Positive,Fill news if cost school a culture amount training suggest forward.,2023-04-25
R11015,aa9d555b-3,4.7,Neutral,Fact ok table general or add best be interview least head building.,2023-05-28
R11016,ca2c042e-d,1.5,Positive,Expert data already truth over approach office structure yeah rich full despite.,2024-07-20
R11017,72760942-7,3.7,Positive,Special interesting religious nation risk its action ground nature who six surface reality good actually.,2023-03-03
R11018,0978078a-a,3.2,Negative,Of technology dark positive responsibility gas firm hair goal edge rule reveal maybe themselves.,2024-02-20
R11019,c4014586-9,4.3,Positive,Month natural follow within reality guy ball customer value front notice despite central.,2025-03-30
R11020,eb461e1f-d,1.1,Negative,Company before language another court fund think weight politics focus accept usually us.,
R11021,b88e23b5-e,1.7,,Anyone find tree nation assume believe husband.,2025-08-11
R11022,1b2d7a9d-a,4.6,Positive,Dream sign sense scientist win effort state board sister.,2024-09-12
R11023,3a8b5173-a,4.6,Negative,Can model exist boy listen enter design church Mrs will yes way.,2024-07-01
R11024,fbc48e84-c,4.6,Negative,Surface central newspaper garden work say physical ago today law cut ever push.,2025-01-12
R11025,c8240175-0,1.6,Positive,Increase election bit difference successful figure area partner.,2022-05-01
R11026,85f37c51-c,2.0,Negative,Blood study bank dog behind ever already enjoy prevent.,
R11027,6077b94d-9,4.1,Positive,Ago method pretty opportunity focus exist past true beat.,2024-01-25
R11028,3e0f6ece-3,4.7,Neutral ,Hear say despite language magazine next institution summer.,2025-07-31
R11029,a9e6f0a2-1,4.0,Positive,Part ask technology concern time firm space of produce party.,2023-07-24
R11030,,4.4,Neutral,Real responsibility as after occur today boy.,2024-02-09
R11031,0dd81014-f,2.1,Neutral,Store right free summer he rule TV perhaps save evidence rule maybe front to.,2025-10-24
R11032,d202aa48-3,1.1,Neutral,Into outside significant important cultural its happy the.,2022-10-29
R11033,bc3a92a9-8,4.3,Neutral,Meet by moment someone on wonder what writer station produce few agency development.,2024-08-23
R11034,3bb7a4d3-3,5.0,Negative,Herself usually population live similar effect everybody.,2024-05-29
R11035,124a131a-1,3.6,Neutral,Understand project available stuff story worry staff now ask.,2025-05-04
R11036,dc337b93-1,3.6,Neutral,High that manage scientist speech shake talk sister goal decade two mission food theory attorney have.,2023-02-07
R11037,6877ed00-9,1.1,Negative,Evidence side street stage evidence reality director relationship language huge word.,2024-10-21
R11038,63280e12-5,2.4,Negative,You machine gun interview feel perhaps prove employee throughout mother continue station black understand.,2022-11-09
R11039,0c16b03b-9,3.9,Neutral,Article relationship eye five peace leave hot store store.,2025-08-17
R11040,09a3e0d2-c,4.6,Neutral,Sell cut as face employee company audience.,2024-06-25
R11041,d33e79ed-e,1.1,Negative,Tv nothing because anything growth small source race wish figure production two.,2026-01-26
R11042,76c1162d-0,2.1,Positive,Hear guess participant long paper human best drop whom century company Mrs room but gas.,2022-11-25
R11043,a95890bc-1,2.7,Positive,Dinner resource pattern election should stuff including their politics population skin thing.,2025-01-26
R11044,a456c76c-9,4.3,Neutral,About up until his speak wish structure near set reach do.,2023-04-19
R11045,893436ce-c,4.5,Positive,Recent thus set explain my process night receive shake.,2025-12-22
R11046,23407e5d-6,3.9,Positive,Road policy food above form focus wind good.,2024-12-24
R11047,10815c78-2,3.8,Neutral,Kind nation end teach structure build training house than.,2025-12-21
R11048,8d33af0a-3,2.1,Negative,Compare soon not each note gas try front over activity wonder foot quality sport would something.,2024-04-16
R11049,df65145b-1,3.3,Neutral,Describe pay require full career yes quite challenge discussion myself collection.,2024-04-05
R11050,153d20b6-d,1.9,Negative,Positive human shake north lay could structure raise may race including fight meeting production mission.,2024-03-20
R11051,4a440cf6-f,3.2,Positive,Just lose process fight former through heavy professional sense reason simple two whole list.,2024-03-23
R11052,5fd66ce0-8,2.7,Negative,Worker spend build same whether instead body worker fast positive fact along boy join.,2024-03-04
R11053,d489bcac-8,3.1,Positive,Worry race perhaps never myself daughter affect apply never keep close challenge.,2022-07-22
R11054,90d45a1f-6,4.9,Positive,Her fine either interesting keep Mrs election determine example pressure.,2022-07-14
R11055,41c51f62-f,4.9,Negative,Country good second break agreement political market every seem evidence behavior help free break stuff.,2024-06-02
R11056,6f015823-d,4.8,Negative,Recent call hot lead number American brother stuff actually through mean including phone end.,2022-11-04
R11057,1beab292-3,1.6,Positive,Civil city tonight system democratic range available lead inside bad save others exist move.,2023-05-23
R11058,f3871f1d-a,4.7,Neutral,First rest none down dog find final dream movement available.,2022-03-13
R11059,283d2421-2,4.7,Positive,Model recent situation couple so real learn number number college best human huge mother specific.,2024-08-22
R11060,d1acbbdc-e,4.7,Negative,Education company all miss explain high grow day lead.,2024-01-29
R11061,d4d8a437-6,4.1,Neutral,Weight wear issue body sell national share stuff.,2023-11-30
R11062,42318d84-c,4.8,Negative,Follow whether boy training go end matter leader edge usually small both.,2025-07-01
R11063,b7ead6e1-a,3.9,Negative,Citizen of mission if pretty sort yet consider economic perhaps.,2025-05-05
R11064,cc4e8db3-8,1.8,Positive,Letter generation theory really front next building enjoy local have run.,2025-11-01
R11065,3365d76a-7,3.0,Neutral,Be small social save real same father job mouth all.,2025-12-17
R11066,0adc89f5-a,2.7,Positive,Near not drop represent away degree according forget scientist before buy matter.,2022-07-11
R11067,26c52258-a,1.7,Positive,Room than concern direction material lot middle but allow.,2025-10-13
R11068,53ba563d-d,1.7,Positive,Specific believe group figure doctor owner as back college radio laugh image.,2025-03-14
R11069,63678d55-0,1.7,Negative,Democratic election order force grow court by book industry.,2026-01-26
R11070,425a884d-8,3.0,Positive,Threat chance take coach interview scientist head road mother reflect decide today enter whole mean.,2022-03-13
R11071,32798ae2-8,2.8,Neutral,Those south travel fish trouble bill whole western tree enough.,2023-04-02
R11072,43d5535f-d,1.0,Positive,Office beyond national eye expect born son model contain.,2022-02-26
R11073,c39ecbca-2,1.8,Positive,Image place sign guess view pick north strong present pay artist already election operation itself.,2023-02-24
R11074,a321cac0-e,1.2,Neutral,Capital fund ability must entire candidate again risk fast green enter.,2022-02-10
R11075,9c4913e8-7,3.3,Neutral,Fine or best however training management world chair current small indeed man couple create cultural.,2025-06-14
R11076,a150d03b-1,1.4,Negative,And none could sea until similar these future growth conference.,2023-09-06
R11077,a0ef942e-f,4.9,Negative,Until live book table position really exist.,2026-01-13
R11078,b75e8e4f-2,1.5,Positive,Your laugh receive population stage dinner daughter.,2025-04-07
R11079,0824a949-4,2.7,Negative,Them professional threat save son reach call cell tonight over.,2023-08-25
R11080,bf4b683a-9,4.8,Negative,Test ten compare way smile with few my.,2026-01-28
R11081,4c9bfe77-5,2.5,Negative,Reflect hospital wear dog ground concern space practice fast central at personal.,2023-03-24
R11082,d09a3fd2-d,4.0,Positive,Yourself service certainly girl cup market above mother ready image positive produce.,2025-09-08
R11083,59f53bd4-0,1.9,Negative,Beautiful vote culture long young majority amount other foot.,2025-04-18
R11084,8008ac2c-9,3.7,Neutral,Then spend various civil despite knowledge agent.,2024-01-09
R11085,f900f369-c,1.2,Negative,Best return step back base face second activity family cause every culture drug above.,2022-03-11
R11086,6dd414f3-5,4.5,Negative,Such her fast open consider report foot eat team another improve lay tell public.,2023-07-28
R11087,4f8a7464-9,3.6,Negative,Finally green huge however college bit program most through piece.,2025-10-22
R11088,cde1edfd-0,5.0,Negative,Bill hair hot civil feel inside whatever party professional according campaign leader time late pay.,2024-03-09
R11089,b5cc24e9-1,5.0,Positive,Foot mother magazine TV west against exist choice development.,2022-06-06
R11090,34d1f416-4,3.0,Neutral,Girl seven blood rest against per art.,2024-03-25
R11091,8440bdab-e,2.2,Negative,One activity section gun natural itself culture.,2025-06-14
R11092,5783c3bc-5,1.1,Neutral,Near window go evening to two along between huge spring also whole poor describe we old.,2023-10-19
R11093,f455bd64-2,4.0,Positive,National modern rise them article maybe spend phone a two apply character first.,2023-08-02
R11094,8fe3eb26-8,2.4,Neutral,Despite toward tend billion may within by letter.,2022-04-07
R11095,ff940ca2-9,3.2,Positive,Support seat ago buy close important others bring effort business author evidence.,2025-05-28
R11096,15a108be-9,3.9,Neutral,Almost money staff affect around language life dark find body drug tax today.,2025-07-10
R11097,59ec29dd-e,2.4,Positive,Sing standard voice series charge system subject seek data high decision a other.,2022-05-22
R11098,babe91a2-e,2.2,Negative,Color dream concern address way mission growth.,2026-01-11
R11099,991427bf-3,4.1,Neutral,Last role property pick letter exactly shoulder only control measure office something issue.,2022-12-19
R11100,bf614478-1,3.3,Neutral,Agreement age across often rule situation major often several sport experience contain mouth agree couple something.,2022-06-12
R11101,782f329f-a,3.4,Neutral,Recognize different group happy newspaper simple court.,2025-08-29
R11102,f555e8b4-a,1.2,Neutral,Statement year up difficult organization money open current.,2026-02-05
R11103,54d68980-3,3.6,Positive,Attention large response outside anyone nice tend west girl.,2025-04-05
R11104,5829dba2-6,2.7,Positive,Financial you mind finish window PM drop mother memory thought.,2025-05-25
R11105,f0bfc5f3-3,4.5,Neutral,Huge deal would upon section majority Democrat local.,2023-02-05
R11106,d1f6172c-6,3.5,,Third drug sing bag something read finally least.,2023-03-29
R11107,8a3237fd-d,2.3,Neutral,Crime which put cost century far civil again pull interview nation bad partner they bag ground.,2024-12-06
R11108,3bb9fcda-a,3.9,Neutral,Billion common yeah firm meet among interview drive and you model.,2023-09-22
R11109,17e31762-c,3.4,Neutral,Republican method live off instead once enter many whatever.,2022-04-03
R11110,7e0bc25a-2,1.4,Negative,Fund with result fill air business difference evening mother question before defense training order.,2023-11-02
R11111,8de5915c-3,4.8,Neutral,Already rich Mrs make than question real not name fear.,2025-01-29
R11112,e37f21f1-b,4.6,Positive,Tree actually how company Mr just natural staff you left cut show.,2023-07-16
R11113,40cee2bf-5,4.3,Negative,Song unit necessary great one represent one site seat I company.,2023-10-09
R11114,47645c4f-0,2.7,Positive,Save choose worry help lay power run save community serve spring senior half long mouth.,2024-08-13
R11115,cba86a6d-8,4.3,Neutral,Idea three beautiful field cultural customer open financial son a close pass special wrong leg.,2024-10-17
R11116,f8f96933-b,1.1,Negative,Business later suffer force media nothing although program.,2022-10-13
R11117,db6072cd-5,4.4,Neutral,Just today system money institution level fall.,2022-11-21
